file,date,Label,ID_TUBE,Treatment,Landscape,Replicate,Size,Composition,indiv_per_frame,indiv_per_ul,bioarea_per_frame,bioarea_per_ul,major_mean,major_sd,minor_mean,minor_sd,gross_speed_mean,gross_speed_sd,net_speed_mean,net_speed_sd,sd_turning_mean,Rot,Spi,Ble,Pca,Col,Chi,Tet,Other
sample_00421,5/9/2016,421,421bgB,Connected,Blue,B,7.5,mixture,54.896,1.595813953,29227.3272,849.6316047,56.56476152,49.49719767,27.45392423,13.69044337,197.1016886,132.5901322,114.2908,143.245394,0.66056,0.56627907,0.083255814,0.054418605,0.096046512,0.090465116,0.574651163,0.089302326,0.041395349
sample_00422,5/9/2016,422,422bgB,Connected,Blue,B,7.5,mixture,41.528,1.207209302,27017.226,785.3844767,68.13021663,62.29309189,28.79624556,13.10582301,211.1395157,173.6690295,122.3370833,159.199702,0.656666667,0.378139535,0.131860465,0.029069767,0.148139535,0.087209302,0.386744186,0.029069767,0.016976744
sample_00423,5/9/2016,423,423bgB,Connected,Blue,B,7.5,mixture,46.12,1.340697674,25461.9612,740.1732907,59.10077601,61.948136,26.27012747,14.22897009,207.3459809,179.4279345,131.7304545,186.8864259,0.587454545,0.242790698,0.15627907,0.087209302,0.08255814,0.055116279,0.606046512,0.103488372,0.007209302
sample_00424,5/9/2016,424,424bgB,Connected,Blue,B,13,mixture,29.376,0.853953488,15647.9688,454.882814,58.08615102,35.37544791,27.6903835,13.25479441,156.3417708,64.68564934,86.46557143,79.44580431,0.760285714,0.466976744,0.011627907,0.042790698,0.091395349,0.014883721,0.174186047,0.015348837,0.036744186
sample_00425,5/9/2016,425,425bgB,Connected,Blue,B,45,mixture,26.224,0.762325581,25754.9868,748.6914767,85.83704977,98.22012588,27.36026086,17.32296929,247.0033507,198.1311966,155.712,217.1775881,0.562545455,0.116511628,0.136744186,0.170930233,0.045348837,0.027906977,0.264883721,0,0
sample_00426,5/9/2016,426,426bgB,Connected,Blue,B,22.5,mixture,31.576,0.917906977,26538.7428,771.4750814,78.15205104,83.34798403,29.15683376,15.68352936,239.1287925,218.5970139,166.6104286,234.266111,0.649857143,0.32627907,0.155813953,0.056046512,0.07627907,0.015116279,0.241860465,0.026511628,0.02
sample_00427,5/9/2016,427,427bgB,Connected,Blue,B,7.5,mixture,51.76,1.504651163,22866.3648,664.719907,53.47781911,41.72046513,26.55816361,12.92164302,167.6384685,106.5803952,84.01894737,107.5062842,0.644360902,0.557906977,0.039302326,0.082790698,0.060930233,0.031627907,0.6,0.09744186,0.034651163
sample_00428,5/9/2016,428,428bgB,Connected,Blue,B,13,mixture,45.712,1.328837209,29462.4864,856.4676279,62.66480835,54.14057399,28.61114546,14.07085239,194.7444388,173.5018496,108.0267273,183.5426844,0.763454545,0.517209302,0.084418605,0.109069767,0.095348837,0.064883721,0.385581395,0.038604651,0.03372093
sample_00429,5/9/2016,429,429bgB,Connected,Blue,B,13,mixture,52.784,1.534418605,37538.4132,1091.232942,64.66869869,67.29653392,27.65469266,14.14141311,222.1688187,183.4197776,149.9631707,201.6567752,0.567073171,0.405116279,0.16,0.087209302,0.210697674,0.059069767,0.544883721,0.064186047,0.003255814
sample_00430,5/9/2016,430,430bgB,Connected,Blue,B,7.5,mixture,46.016,1.337674419,36027.0504,1047.297977,80.32373505,58.87380532,33.8200334,14.83463097,223.364234,185.3991097,146.6429592,178.5682032,0.581632653,0.540465116,0.142093023,0.118139535,0.20372093,0.029069767,0.22372093,0.036976744,0.043488372
sample_00431,5/9/2016,431,431bgB,Connected,Blue,B,7.5,mixture,52.912,1.538139535,32872.6512,955.6003256,58.94790225,53.27858479,26.90703658,14.42877058,187.5465897,112.8555918,110.7948387,131.2087767,0.771129032,0.507906977,0.159767442,0.145813953,0.090697674,0.030465116,0.579767442,0.017209302,0.006511628
sample_00432,5/9/2016,432,432bgB,Connected,Blue,B,45,mixture,34.576,1.005116279,36761.2344,1068.640535,101.9252072,85.37487708,37.18621976,16.33471781,258.816673,184.2855748,199.0573134,197.313383,0.602537313,0.387906977,0.114418605,0.11627907,0.14,0.06,0.178837209,0.004418605,0.003255814
sample_00433,5/9/2016,433,433bgC,Connected,Blue,C,7.5,mixture,88.096,2.560930233,55805.9544,1622.266116,74.52084191,61.61704422,33.96836004,15.3653904,204.7279927,144.1063668,153.4543791,154.8961321,0.601437908,0.690465116,0.154883721,0.254418605,0.110465116,0.009767442,1.007674419,0.321860465,0.011395349
sample_00434,5/9/2016,434,434bgC,Connected,Blue,C,7.5,mixture,50.952,1.481162791,29085.966,845.5222674,60.06903566,39.7086211,28.99387559,14.03889646,218.9904806,203.5888531,134.7653659,216.0802143,0.785772358,0.69372093,0.04744186,0.035348837,0.137906977,0.11372093,0.423953488,0.025116279,0.003953488
sample_00435,5/9/2016,435,435bgC,Connected,Blue,C,7.5,mixture,45.632,1.326511628,29444.8932,855.9561977,64.01090293,58.0106942,28.80649246,14.88380617,206.941853,180.9261007,117.4359829,191.7097257,0.726495726,0.589767442,0.111627907,0.034651163,0.133255814,0.03255814,0.406046512,0.00372093,0.014883721
sample_00436,5/9/2016,436,436bgC,Connected,Blue,C,7.5,mixture,35.28,1.025581395,19537.1352,567.9399767,61.56679957,52.8528699,29.11209496,13.61683963,212.3313559,198.6890033,136.9538356,203.3843107,0.614383562,0.299069767,0.075116279,0.087209302,0.054883721,0.073023256,0.326744186,0.073023256,0.036511628
sample_00437,5/9/2016,437,437bgC,Connected,Blue,C,7.5,mixture,65.016,1.89,42072.048,1223.024651,59.22241821,50.0312881,27.86610283,14.28420461,195.5125997,169.6248077,108.1589677,172.8084174,0.628709677,0.778139535,0.086976744,0.135116279,0.139767442,0.089069767,0.620697674,0.040232558,0
sample_00438,5/9/2016,438,438bgC,Connected,Blue,C,7.5,mixture,42.576,1.237674419,20088.9072,583.9798605,57.46096237,65.93723632,24.79911915,12.81461644,196.5307577,154.078219,110.6804717,165.4706097,0.730660377,0.373023256,0.090930233,0.058139535,0.062790698,0.040465116,0.571162791,0.037674419,0.003488372
sample_00439,5/9/2016,439,439bgC,Connected,Blue,C,7.5,mixture,32.928,0.957209302,23682.5532,688.446314,76.91647732,51.07022725,32.02961832,14.09376732,227.0266774,157.6895149,142.9751899,159.5148064,0.824936709,0.466046512,0.036046512,0.119534884,0.143488372,0,0.156744186,0.031860465,0.003488372
sample_00440,5/9/2016,440,440bgC,Connected,Blue,C,13,mixture,73.704,2.14255814,36160.3116,1051.171849,53.90466544,52.12967302,26.7815826,12.00567382,161.8391895,86.60395989,76.70883598,96.69753729,0.616719577,0.639302326,0.098372093,0.144651163,0.063023256,0.038139535,1.055348837,0.096976744,0.006744186
sample_00441,5/9/2016,441,441bgC,Connected,Blue,C,7.5,mixture,48.888,1.421162791,25639.416,745.3318605,50.00218587,44.79492377,24.26759447,13.94708236,196.145691,128.1120366,111.6267717,141.6384987,0.651259843,0.394418605,0.100930233,0.07255814,0.133255814,0,0.60744186,0.099302326,0.013255814
sample_00442,5/9/2016,442,442bgC,Connected,Blue,C,13,mixture,41.784,1.214651163,22816.4364,663.2685,55.90715938,57.58133514,25.54553653,12.24054499,183.5847837,112.8531715,96.12447917,115.6556076,0.735,0.392325581,0.10372093,0.087209302,0.070232558,0.042093023,0.430697674,0.066511628,0.021860465
sample_00443,5/9/2016,443,443bgC,Connected,Blue,C,7.5,mixture,47.384,1.37744186,30465.6552,885.6295116,59.61454261,56.58399463,27.09220497,14.75496747,194.0799047,144.291707,105.2495495,150.2792058,0.735855856,0.464651163,0.143953488,0.174418605,0.052093023,0.07744186,0.447209302,0.005348837,0.012325581
sample_00444,5/9/2016,444,444bgC,Connected,Blue,C,13,mixture,48.616,1.413255814,27580.2408,801.751186,54.59963117,38.7430028,27.96996129,14.6375354,186.0293265,145.4318994,92.6292623,133.6913857,0.653442623,0.49627907,0.052790698,0.114883721,0.15372093,0.035581395,0.48627907,0,0.07372093
sample_00445,5/9/2016,445,445bgC,Connected,Blue,C,7.5,mixture,33.104,0.962325581,17158.1004,498.7819884,54.87943685,54.63613932,25.94785934,13.66295796,195.9413532,182.108494,128.5558537,187.0472181,0.732804878,0.366046512,0.053255814,0.021627907,0.079302326,0.029069767,0.36744186,0.039302326,0.00627907
sample_00446,5/9/2016,446,446bgC,Connected,Blue,C,7.5,mixture,40.064,1.164651163,17516.9628,509.2140349,49.89949259,38.9985434,25.73502495,14.91238308,205.0539178,166.3437919,115.5376271,167.4056096,0.76720339,0.361162791,0.007674419,0.006976744,0.151627907,0.056976744,0.573255814,0.003023256,0.003953488
sample_00447,5/9/2016,447,447bgC,Connected,Blue,C,13,mixture,50.456,1.466744186,27813.1644,808.5222209,54.77364951,51.33768602,26.1810326,14.41448635,221.5190194,193.7784874,138.8865789,200.5750986,0.674824561,0.427906977,0.065116279,0,0.243255814,0,0.643023256,0.068139535,0.019302326
sample_00448,5/9/2016,448,448bgC,Connected,Blue,C,7.5,mixture,46.976,1.365581395,22975.3908,667.8892674,53.26474366,51.12535665,25.33286853,13.79473829,218.4542964,185.5945614,130.4157143,201.6125259,0.610168067,0.365581395,0.066744186,0.012790698,0.137906977,0.059534884,0.681395349,0.010930233,0.030697674
sample_00449,5/9/2016,449,449bgC,Connected,Blue,C,13,mixture,41.576,1.208604651,35232.5376,1024.201674,89.34178418,64.56565087,35.97993683,15.14070244,231.5431205,198.1175681,147.0887255,190.5619006,0.64127451,0.647906977,0.078837209,0.098837209,0.169767442,0.034883721,0.175116279,0,0.003255814
sample_00450,5/9/2016,450,450bgC,Connected,Blue,C,13,mixture,44.888,1.304883721,23487.6024,682.7791395,56.08838315,65.88937041,25.43683552,13.45614129,167.7866677,69.47870644,97.64833333,80.03814364,0.624270833,0.49372093,0.103023256,0.050697674,0.044418605,0,0.573953488,0.039069767,0
sample_00451,5/9/2016,451,451bgC,Connected,Blue,C,7.5,mixture,48.472,1.409069767,34613.5356,1006.20743,68.5616708,49.51818193,30.64663096,14.46725734,194.0721719,130.6053568,112.6989167,128.5903124,0.766,0.676046512,0.12627907,0.179534884,0.113023256,0.003255814,0.270930233,0.036046512,0.003953488
sample_00452,5/9/2016,452,452bgC,Connected,Blue,C,13,mixture,48.952,1.423023256,18192.5676,528.8537093,50.3957979,41.55641202,24.88865193,12.51871685,186.9948683,113.5616208,111.2013084,123.6347052,0.735700935,0.517906977,0.039767442,0,0.039767442,0.040697674,0.704418605,0.063255814,0.017209302
sample_00453,5/9/2016,453,453bgC,Connected,Blue,C,7.5,mixture,41.416,1.203953488,31695.7536,921.388186,71.74346431,56.42491581,31.63928688,15.94265047,227.8807058,179.287058,146.9346154,185.1818637,0.610673077,0.486744186,0.034883721,0.05372093,0.243488372,0.073023256,0.274186047,0.034651163,0.003255814
sample_00454,5/9/2016,454,454bgC,Connected,Blue,C,13,mixture,47.808,1.389767442,47290.3272,1374.718814,97.02740574,43.85882067,40.26427396,14.36682605,247.7494794,140.3028946,167.8062637,144.1085741,0.550659341,0.554651163,0.116511628,0.311860465,0.219069767,0.056976744,0.092790698,0,0.037906977
sample_00455,5/9/2016,455,455bgC,Connected,Blue,C,22.5,mixture,21.552,0.626511628,20098.7892,584.2671279,80.69454741,59.40560124,34.2031572,17.06299817,251.847189,165.5839346,162.8420755,169.5133703,0.639245283,0.206744186,0.049069767,0.086976744,0.15,0.004883721,0.121395349,0,0.00744186
sample_00456,5/9/2016,456,456bgC,Connected,Blue,C,7.5,mixture,30.592,0.889302326,17902.6524,520.4259419,68.13597844,44.04999982,28.49462149,12.79489803,200.9479561,117.555257,108.564,130.26714,0.790375,0.346976744,0.073023256,0.118139535,0.07627907,0.040232558,0.214186047,0.005581395,0.014883721
sample_00457,5/9/2016,457,457bgC,Connected,Blue,C,7.5,mixture,37,1.075581395,13694.346,398.0914535,36.75284872,35.69818996,20.74209687,12.17743621,161.4705932,104.6457619,71.99181818,102.6921658,0.718888889,0.248372093,0.03372093,0.058139535,0.02744186,0.058139535,0.591627907,0.048837209,0.009302326
sample_00458,5/9/2016,458,458bgC,Connected,Blue,C,7.5,mixture,28.304,0.822790698,20434.356,594.0219767,63.65719491,57.4348163,28.08175865,14.31093791,181.3298327,100.7197308,105.1124638,114.8102993,0.741449275,0.428837209,0.055581395,0,0.066511628,0.029069767,0.220930233,0.010232558,0.011627907
sample_00459,5/9/2016,459,459bgC,Connected,Blue,C,22.5,mixture,39.248,1.140930233,33273.18,967.2436047,87.99709995,60.79070902,34.87583388,14.36402893,225.5094914,150.3204275,150.4781053,145.8372171,0.719263158,0.680697674,0.100232558,0.136046512,0.103488372,0.027674419,0.083255814,0,0.009534884
sample_00460,5/9/2016,460,460bgC,Connected,Blue,C,45,mixture,30.224,0.878604651,31036.4136,902.2213256,89.2616416,72.72804294,34.85832002,17.55078625,235.9289119,175.8632627,164.4583824,188.8206751,0.611617647,0.352325581,0.104186047,0.085116279,0.145348837,0.020465116,0.171162791,0,0
sample_00461,5/9/2016,461,461bgC,Connected,Blue,C,7.5,mixture,36.848,1.071162791,18638.7804,541.8250116,53.35217331,41.01991921,27.5847951,15.46040976,205.5169632,147.9388363,111.7101205,160.0602308,0.609518072,0.364883721,0,0.056046512,0.101162791,0.126046512,0.368372093,0.049767442,0.004883721
sample_00462,5/9/2016,462,462bgC,Connected,Blue,C,22.5,mixture,40.416,1.174883721,24056.5464,699.3182093,65.70837582,51.37200365,30.32006529,14.07201571,192.1577337,127.1379521,112.3168675,129.1377146,0.758192771,0.497674419,0.12744186,0.058139535,0.111162791,0,0.376744186,0,0.00372093
sample_00463,5/9/2016,463,463bgC,Connected,Blue,C,7.5,mixture,44.608,1.296744186,25742.7396,748.3354535,58.15273874,55.04073054,26.48912943,14.64220746,210.2381519,168.1864101,129.9731034,174.0055153,0.674655172,0.363488372,0.082093023,0.053488372,0.18372093,0.049069767,0.496744186,0.058604651,0.009534884
sample_00464,5/9/2016,464,464bgC,Connected,Blue,C,13,mixture,37.728,1.096744186,32564.2356,946.6347558,85.20152125,60.87970585,35.7749887,15.94021359,258.6271046,197.6499602,163.435875,199.9614659,0.591375,0.450465116,0.028837209,0.127674419,0.133023256,0.149534884,0.178139535,0.029069767,0
sample_00465,5/9/2016,465,465bgC,Connected,Blue,C,7.5,mixture,42.56,1.237209302,32362.5456,940.7716744,72.34771787,61.18709533,30.33808928,15.84912062,237.5540296,203.4132182,156.9780189,211.9236533,0.657358491,0.418372093,0.068139535,0.196976744,0.128837209,0.01,0.398139535,0.010930233,0.005813953
sample_00466,5/9/2016,466,466bgC,Connected,Blue,C,7.5,mixture,38.584,1.121627907,22970.2716,667.7404535,54.70626146,40.07137801,27.17574287,14.8196596,171.7196571,106.3677408,90.09284211,95.11910333,0.771263158,0.446976744,0,0.174418605,0.105348837,0.029069767,0.350930233,0.007906977,0.006976744
sample_00467,5/9/2016,467,467bgC,Connected,Blue,C,45,mixture,34.544,1.004186047,38738.8332,1126.128872,102.2230227,74.73504286,38.11062823,14.68903064,243.706568,190.5637425,176.7129577,184.7275687,0.550985915,0.400697674,0.120232558,0.218837209,0.110697674,0.034883721,0.106511628,0,0.012325581
sample_00468,5/9/2016,468,468bgC,Connected,Blue,C,45,mixture,38.216,1.110930233,30410.7372,884.0330581,79.80623993,54.0233096,34.40948588,15.60082061,195.1528743,132.4165575,126.7646753,126.2896175,0.566623377,0.533255814,0.075348837,0.147906977,0.102325581,0.011627907,0.229534884,0.003488372,0.00744186
sample_00469,5/9/2016,469,469bgD,Connected,Blue,D,7.5,mixture,55.616,1.616744186,28895.2596,839.9784767,55.4187682,51.87323659,26.39248687,14.37781907,204.3743713,162.9390639,115.1751111,151.5520677,0.678148148,0.428372093,0.104186047,0.106744186,0.200232558,0.015116279,0.644186047,0.098604651,0.019302326
sample_00470,5/9/2016,470,470bgD,Connected,Blue,D,7.5,mixture,44.224,1.285581395,28367.7876,824.6449884,62.11269578,48.9335926,29.60653723,16.54769383,203.3532933,165.6264401,130.7124742,179.5935598,0.624226804,0.422093023,0.040232558,0.207906977,0.079534884,0.035116279,0.456511628,0.033953488,0.010232558
sample_00471,5/9/2016,471,471bgD,Connected,Blue,D,7.5,mixture,62.192,1.807906977,29002.4388,843.0941512,50.26234865,52.34581598,24.24516843,12.8424896,221.2972791,224.2378459,140.5487662,231.0878521,0.705844156,0.338837209,0.102790698,0.028837209,0.152325581,0.069767442,0.974883721,0.137674419,0.002790698
sample_00472,5/9/2016,472,472bgD,Connected,Blue,D,7.5,mixture,48.464,1.408837209,29407.6008,854.8721163,64.98404505,56.34397561,29.80544545,16.19172743,207.5347314,135.788404,128.9027826,139.8098586,0.666608696,0.511395349,0.06744186,0.054186047,0.117674419,0.082790698,0.529767442,0.041627907,0.003953488
sample_00473,5/9/2016,473,473bgD,Connected,Blue,D,7.5,mixture,57.008,1.657209302,36170.0964,1051.456291,57.67518617,57.52391437,26.12257361,14.45504602,186.8578708,131.5016793,101.8587879,139.9911223,0.661212121,0.60744186,0.123023256,0.125116279,0.087209302,0,0.649534884,0,0.064883721
sample_00474,5/9/2016,474,474bgD,Connected,Blue,D,7.5,mixture,46.632,1.355581395,24411.78,709.6447674,51.68860692,55.16561008,24.134473,11.93856275,178.8153639,123.9656348,99.98888889,124.8065101,0.691587302,0.281162791,0.12,0.083255814,0.072790698,0,0.687674419,0.107209302,0.003488372
sample_00475,5/9/2016,475,475bgD,Connected,Blue,D,7.5,mixture,28.88,0.839534884,20961.9576,609.3592326,60.84897709,59.0247549,27.88671109,15.70754216,186.5107503,121.9284507,99.10266667,126.6489369,0.647733333,0.321627907,0.104418605,0.058139535,0.049302326,0,0.291395349,0.007906977,0.006744186
sample_00476,5/9/2016,476,476bgD,Connected,Blue,D,13,mixture,45.336,1.317906977,27737.0892,806.3107326,65.34281475,62.89457519,28.11025694,13.91731267,225.0166501,216.2780626,157.177732,229.5271061,0.684226804,0.452790698,0.098139535,0.029069767,0.149069767,0.014418605,0.528837209,0.029069767,0.016511628
sample_00477,5/9/2016,477,477bgD,Connected,Blue,D,7.5,mixture,48.752,1.417209302,31040.4312,902.3381163,70.04924899,62.86550115,29.4506546,14.17793571,179.9330292,114.937692,94.85228814,130.1223267,0.635084746,0.660930233,0.161395349,0.096511628,0.028139535,0,0.39744186,0.058372093,0.014418605
sample_00478,5/9/2016,478,478bgD,Connected,Blue,D,7.5,mixture,48.136,1.399302326,35322.8688,1026.827581,77.07791532,72.98495929,30.09864798,16.51847535,224.3377853,169.3233996,143.6171681,176.9776736,0.589026549,0.393488372,0.167674419,0.072093023,0.125116279,0.05,0.536511628,0.051627907,0.002790698
sample_00479,5/9/2016,479,479bgD,Connected,Blue,D,13,mixture,38.688,1.124651163,20539.17,597.0688953,60.78867736,53.40270775,26.78136386,14.00928851,194.2419527,158.6918764,113.3089524,170.7112214,0.616285714,0.354418605,0.045348837,0.089767442,0.12372093,0.004651163,0.455348837,0.04744186,0.003953488
sample_00480,5/9/2016,480,480bgD,Connected,Blue,D,7.5,mixture,53.296,1.549302326,35979.5196,1045.916267,66.6392241,66.97744467,28.14576914,13.86280011,180.7829592,130.2256896,102.8835088,146.4332438,0.572192982,0.710930233,0.125581395,0.103488372,0.039069767,0,0.511395349,0.049767442,0.009069767
sample_00481,5/9/2016,481,481bgD,Connected,Blue,D,7.5,mixture,59.232,1.721860465,24403.194,709.3951744,43.18929868,41.08923898,23.10521534,12.62366515,171.1539699,110.1795908,89.69321429,120.4769669,0.701928571,0.19627907,0.123023256,0.141395349,0.080697674,0.034186047,1.078604651,0.067674419,0
sample_00482,5/9/2016,482,482bgD,Connected,Blue,D,7.5,mixture,43.664,1.269302326,15540.4332,451.7567791,42.90463353,35.20305912,22.16803087,12.51363977,189.5753036,142.0188102,102.3619658,144.7988576,0.700512821,0.224651163,0.056976744,0.029069767,0.092325581,0.041860465,0.758604651,0.052790698,0.013023256
sample_00483,5/9/2016,483,483bgD,Connected,Blue,D,13,mixture,38.432,1.117209302,28322.6868,823.3339186,68.13527673,60.01939974,29.03939641,13.80780165,197.012211,150.3115851,120.7274157,165.8881105,0.585393258,0.507209302,0.093023256,0.116046512,0.059767442,0.005116279,0.288372093,0,0.047674419
sample_00484,5/9/2016,484,484bgD,Connected,Blue,D,7.5,mixture,78.616,2.285348837,37271.7612,1083.48143,46.56118625,42.44183497,24.72114067,13.3551933,166.7041957,81.74378294,69.51308511,81.3446884,0.594468085,0.42627907,0.133953488,0.205813953,0.08627907,0.030232558,1.233255814,0.160465116,0.009069767
sample_00485,5/9/2016,485,485bgD,Connected,Blue,D,13,mixture,27.088,0.78744186,20252.7216,588.741907,69.56587907,59.09420716,33.03678911,19.79076774,202.4988443,160.8432162,140.6968116,170.554122,0.574492754,0.194186047,0.056976744,0.13,0.064186047,0.03255814,0.18744186,0.073023256,0.049069767
sample_00486,5/9/2016,486,486bgD,Connected,Blue,D,7.5,mixture,48.904,1.421627907,29864.538,868.1551744,55.55936631,56.89061521,25.0467075,13.83500238,190.3312915,142.1805216,108.8817557,148.0063776,0.674274809,0.365348837,0.14744186,0.058139535,0.113953488,0.01,0.674418605,0.039534884,0.012790698
sample_00487,5/9/2016,487,487bgD,Connected,Blue,D,7.5,mixture,25.928,0.75372093,11583.81,336.7386628,48.71463271,56.65544627,22.63617604,13.24459552,216.1849802,214.7877953,136.3954545,227.7176873,0.586515152,0.140697674,0.080930233,0,0.014418605,0.021860465,0.426744186,0.062790698,0.00627907
sample_00488,5/9/2016,488,488bgD,Connected,Blue,D,13,mixture,40.72,1.18372093,27287.4096,793.2386512,72.79552473,65.97612876,30.15254573,16.26545855,219.0278238,142.2014389,136.504186,147.4211683,0.563837209,0.302325581,0.090465116,0.152790698,0.123953488,0.018139535,0.471860465,0.024186047,0
sample_00489,5/9/2016,489,489bgD,Connected,Blue,D,22.5,mixture,36.312,1.055581395,24259.5648,705.219907,62.33142625,55.23498288,28.57053856,16.23804147,201.6922397,154.3004993,114.1315116,151.918632,0.674186047,0.263023256,0.084883721,0.150930233,0.115116279,0,0.365581395,0.038604651,0.03744186
sample_00490,5/9/2016,490,490bgD,Connected,Blue,D,7.5,mixture,62.544,1.818139535,38900.8656,1130.839116,64.5583471,46.03451973,31.65860007,14.49428377,198.0120993,108.2720382,123.5100719,116.5365995,0.612374101,0.689767442,0.029302326,0.175813953,0.103023256,0,0.721627907,0.098604651,0
sample_00491,5/9/2016,491,491bgD,Connected,Blue,D,22.5,mixture,47.16,1.370930233,26691.7356,775.9225465,61.38110423,38.96094784,31.11561352,14.2067797,194.0165379,137.228075,110.3375238,142.6476093,0.643047619,0.521395349,0.016976744,0.171860465,0.109767442,0.048604651,0.502325581,0,0
sample_00492,5/9/2016,492,492bgD,Connected,Blue,D,7.5,mixture,68.376,1.987674419,27065.2104,786.7793721,48.51966238,42.46942401,24.93993189,13.08745575,178.74064,112.0453555,98.35550633,119.6236666,0.612151899,0.434883721,0.056744186,0.161860465,0.073953488,0.042093023,1.119534884,0.098604651,0
sample_00493,5/9/2016,493,493bgD,Connected,Blue,D,7.5,mixture,42.6,1.238372093,16784.1072,487.910093,45.77086156,47.12201197,23.35026315,14.42895938,176.9044928,122.9320006,97.01991071,137.5171896,0.698125,0.289767442,0.038372093,0.043255814,0.066976744,0.003488372,0.771395349,0.020930233,0.004186047
sample_00494,5/9/2016,494,494bgD,Connected,Blue,D,7.5,mixture,49.976,1.452790698,26582.58,772.7494186,56.55506,42.86515981,26.61218315,13.70285145,180.1192853,90.39116109,85.23165468,94.3743499,0.699856115,0.46372093,0.077674419,0.087209302,0.123255814,0.025116279,0.60255814,0.056511628,0.016744186
sample_00495,5/9/2016,495,495bgD,Connected,Blue,D,13,mixture,34.216,0.994651163,16420.3524,477.3358256,50.86331743,52.74932656,23.31257361,12.69058364,204.6432646,173.1273529,124.0904878,190.7482295,0.614390244,0.269534884,0.100465116,0.049069767,0.013255814,0.015116279,0.446046512,0.087674419,0.013488372
sample_00496,5/9/2016,496,496bgD,Connected,Blue,D,45,mixture,40.104,1.165813953,34507.6524,1003.12943,90.35005091,73.90301168,34.85859824,14.38880187,217.5054465,125.5312196,143.3412941,134.5948524,0.590705882,0.528604651,0.096511628,0.144418605,0.072093023,0,0.289534884,0.029069767,0.005581395
sample_00497,5/9/2016,497,497bgD,Connected,Blue,D,45,mixture,40.408,1.174651163,29090.2752,845.6475349,71.61303504,48.57638373,32.6270054,15.42989569,212.457888,135.2950468,117.7093182,138.6194663,0.702954545,0.450930233,0.054186047,0.11627907,0.161860465,0.034883721,0.336976744,0,0.019534884
sample_00498,5/9/2016,498,498bgD,Connected,Blue,D,7.5,mixture,35.68,1.037209302,12213.0828,355.0314767,44.17627123,37.62733941,23.9542375,12.9847945,190.261358,163.1235195,106.2137624,170.6329967,0.668811881,0.158372093,0.029069767,0.054883721,0.099069767,0.026976744,0.595348837,0.068139535,0.005348837
sample_00499,5/9/2016,499,499bgD,Connected,Blue,D,7.5,mixture,49.024,1.425116279,21116.7648,613.8594419,44.04742398,46.68530664,22.20230724,12.28341596,170.6003321,110.941163,79.89535433,124.7250475,0.63,0.223023256,0.050465116,0.159302326,0.071395349,0.003953488,0.796046512,0.114651163,0.00627907
sample_00500,5/9/2016,500,500bgD,Connected,Blue,D,13,mixture,40.712,1.183488372,26683.182,775.6738953,55.32249944,65.34330818,23.11451821,13.59293876,172.0843042,120.3328489,86.2704386,128.0618799,0.581929825,0.178837209,0.189767442,0.11627907,0.050465116,0.020930233,0.529767442,0.087674419,0.009767442
sample_00501,5/9/2016,501,501bgD,Connected,Blue,D,13,mixture,35.424,1.029767442,20811.816,604.9946512,60.2670189,46.23084356,28.26303218,14.95707335,208.3650121,204.5381755,105.8481176,187.4020149,0.727176471,0.407209302,0.042790698,0.028837209,0.11372093,0.069302326,0.356046512,0,0.011860465
sample_00502,5/9/2016,502,502bgD,Connected,Blue,D,22.5,mixture,34.608,1.006046512,26748.8244,777.5821047,81.3222131,79.30688386,30.99194477,17.36661048,231.7147822,230.2170535,135.4602151,235.0287442,0.59827957,0.440697674,0.141162791,0.043488372,0.058139535,0,0.26,0.058139535,0.004418605
sample_00503,5/9/2016,503,503bgD,Connected,Blue,D,7.5,mixture,48.336,1.405116279,26899.1604,781.9523372,47.14350161,57.38475478,22.05974157,12.87875755,181.7562543,147.8243124,94.24156863,156.7342874,0.794183007,0.137906977,0.204883721,0.068139535,0.093255814,0,0.819069767,0.077906977,0.003953488
sample_00504,5/9/2016,504,504bgD,Connected,Blue,D,45,mixture,34.304,0.997209302,22088.8296,642.1171395,72.17431551,48.39517207,32.52459056,14.80915823,216.6487608,190.1067202,144.7951316,198.7754943,0.662631579,0.546976744,0.014651163,0.04372093,0.066046512,0.026976744,0.23,0.058139535,0.010697674
sample_00505,5/9/2016,505,Tet1,monoculture,monoculture,1,10,Tet,75.536,2.195813953,8908.3476,258.963593,27.30879453,5.32433957,20.47540906,3.954416358,177.5094694,70.32008506,125.0226168,75.42893199,0.356168224,0,0.003023256,0,0,0,0.284651163,1.908139535,0
sample_00506,5/9/2016,506,Tet2,monoculture,monoculture,2,10,Tet,98.208,2.854883721,10975.014,319.0411047,26.34806905,5.474453125,19.27724769,4.372102134,169.1894403,55.54139058,127.8870423,60.53394383,0.36084507,0,0.005116279,0,0,0,0.519302326,2.326976744,0.003488372
sample_00507,5/9/2016,507,Chi1,monoculture,monoculture,1,10,Chi,127.64,3.710465116,12725.4888,369.927,23.36664808,5.149567788,17.52056355,4.759460689,141.5799392,45.33877538,80.88565041,56.26306284,0.557886179,0.005116279,0,0,0,0,2.46744186,1.234186047,0.00372093
